CIRCUIT1  Circuit1
OR 24ns 2995  3490  3750
OR3 54ns 2997  3492  479  3751
OR3 42ns 2998  3493  490  3752
NOT 9ns 3000  3753
NOT 6ns 3003  3754
NOT 12ns 3007  3755
NOT 9ns 3010  3756
OR 18ns 3013  3502  3757
AND3 42ns 1315  446  3003  3758
OR 24ns 3014  3503  3759
AND3 36ns 1315  446  3010  3760
AND 21ns 1675  3000  3761
AND 24ns 1675  3007  3762
OR 24ns 3023  3504  3763
OR 18ns 3024  3505  3764
OR 27ns 3025  3506  3765
OR 24ns 3026  3507  3766
OR3 48ns 3027  3508  457  3767
OR3 54ns 3028  3509  468  3768
OR3 48ns 3029  3510  422  3769
OR3 51ns 3030  3511  435  3770
NAND 12ns 3512  3513  3771
NAND 12ns 3514  3515  3775
NOT 6ns 3035  3779
NOT 9ns 3038  3780
AND3 39ns 117  3097  1769  3781
AND3 48ns 126  3097  1769  3782
AND3 39ns 127  3097  1769  3783
AND3 42ns 128  3097  1769  3784
AND3 42ns 131  3119  1785  3785
AND3 42ns 129  3119  1785  3786
AND3 45ns 119  3119  1785  3787
AND3 48ns 130  3119  1785  3788
NAND 9ns 3558  3559  3789
NAND 12ns 3560  3561  3793
NAND 9ns 3562  3563  3797
AND3 39ns 122  3147  1800  3800
AND3 48ns 113  3147  1800  3801
AND3 42ns 53  3147  1800  3802
AND3 42ns 114  3147  1800  3803
AND3 42ns 115  3147  1800  3804
AND3 48ns 52  3169  1814  3805
AND3 36ns 112  3169  1814  3806
AND3 42ns 116  3169  1814  3807
AND3 48ns 121  3169  1814  3808
AND3 45ns 123  3169  1814  3809
NAND 15ns 3607  3608  3810
NAND 12ns 3605  3606  3813
AND 21ns 3482  2984  3816
OR 21ns 2996  3491  3819
NOT 9ns 3200  3822
NAND 12ns 3200  3203  3823
NAND 9ns 3609  3610  3824
NOT 6ns 3456  3827
OR 27ns 3739  2970  3828
OR 24ns 3740  2971  3829
OR 24ns 3741  2972  3830
OR 21ns 3738  2969  3831
NOT 6ns 3664  3834
NOT 9ns 3665  3835
NOT 9ns 3666  3836
NOT 9ns 3667  3837
NOT 9ns 3672  3838
NOT 9ns 3673  3839
NOT 9ns 3674  3840
NOT 6ns 3675  3841
OR 21ns 3681  2868  3842
OR 30ns 3682  2869  3849
OR 24ns 3683  2870  3855
OR 24ns 3684  2871  3861
OR 18ns 3685  2872  3867
OR 18ns 3686  2873  3873
OR 24ns 3687  2874  3881
OR 24ns 3688  2875  3887
OR 18ns 3689  2876  3893
NOT 9ns 3701  3908
NOT 12ns 3702  3909
NOT 6ns 3700  3911
NOT 6ns 3708  3914
NOT 9ns 3709  3915
NOT 9ns 3710  3916
NOT 9ns 3715  3917
NOT 6ns 3716  3918
NOT 6ns 3717  3919
NOT 9ns 3718  3920
OR 30ns 3724  2955  3921
OR 21ns 3725  2956  3927
OR 27ns 3726  2957  3933
OR 30ns 3727  2959  3942
OR 24ns 3728  2960  3948
OR 21ns 3729  2961  3956
OR 24ns 3730  2962  3962
OR 18ns 3731  2963  3968
NOT 6ns 3742  3975
NOT 6ns 3743  3976
NOT 9ns 3744  3977
NOT 12ns 3749  3978
NOT 6ns 3750  3979
AND3 42ns 446  1292  3754  3980
AND3 39ns 446  1292  3756  3981
AND 21ns 1271  3753  3982
AND 24ns 1271  3755  3983
NOT 9ns 3757  3984
NOT 9ns 3759  3987
NOT 9ns 3763  3988
NOT 9ns 3764  3989
NOT 6ns 3765  3990
NOT 9ns 3766  3991
AND3 39ns 3456  3119  3130  3998
OR 24ns 3723  2954  4008
OR 21ns 3680  2867  4011
NOT 6ns 3748  4021
NAND 9ns 1968  3822  4024
NOT 12ns 3705  4027
AND 21ns 3828  1583  4031
AND3 39ns 24  2882  3691  4032
AND3 42ns 25  1482  3691  4033
AND3 42ns 26  2882  3691  4034
AND3 45ns 81  1482  3691  4035
AND 24ns 3829  1583  4036
AND3 39ns 79  2882  3691  4037
AND3 39ns 23  1482  3691  4038
AND3 36ns 82  2882  3691  4039
AND3 42ns 80  1482  3691  4040
AND 18ns 3830  1583  4041
AND 21ns 3831  1583  4042
AND 21ns 3732  514  4067
AND 18ns 514  3732  4080
AND 21ns 3834  3668  4088
AND 18ns 3835  3669  4091
AND 18ns 3836  3670  4094
AND 21ns 3837  3671  4097
AND 24ns 3838  3676  4100
AND 21ns 3839  3677  4103
AND 21ns 3840  3678  4106
AND 24ns 3841  3679  4109
AND 21ns 3908  3703  4144
AND 18ns 3909  3704  4147
BUFF 24ns 3705  4150
AND 24ns 3914  3711  4153
AND 21ns 3915  3712  4156
AND 18ns 3916  3713  4159
OR 27ns 3758  3980  4183
OR 27ns 3760  3981  4184
OR3 42ns 3761  3982  446  4185
OR3 48ns 3762  3983  446  4186
NOT 6ns 3771  4188
NOT 6ns 3775  4191
AND3 42ns 3775  3771  3035  4196
AND3 39ns 3987  3119  3130  4197
AND 24ns 3920  3722  4198
NOT 6ns 3816  4199
NOT 12ns 3789  4200
NOT 9ns 3793  4203
BUFF 21ns 3797  4206
BUFF 21ns 3797  4209
BUFF 24ns 3732  4212
BUFF 18ns 3732  4215
BUFF 21ns 3732  4219
NOT 9ns 3810  4223
NOT 9ns 3813  4224
AND 21ns 3918  3720  4225
AND 18ns 3919  3721  4228
AND 21ns 3991  3770  4231
AND 18ns 3917  3719  4234
AND 21ns 3989  3768  4237
AND 18ns 3990  3769  4240
AND 24ns 3988  3767  4243
AND 18ns 3976  3746  4246
AND 24ns 3977  3747  4249
AND 21ns 3975  3745  4252
AND 21ns 3978  3751  4255
AND 18ns 3979  3752  4258
NOT 9ns 3819  4263
NAND 12ns 4024  3823  4264
NOT 9ns 3824  4267
AND 24ns 446  3893  4268
NOT 6ns 3911  4269
NOT 9ns 3984  4270
AND 18ns 3893  446  4271
NOT 6ns 4031  4272
OR4 48ns 4032  4033  3614  3615  4273
OR4 54ns 4034  4035  3625  3626  4274
NOT 9ns 4036  4275
OR4 51ns 4037  4038  3636  3637  4276
OR4 57ns 4039  4040  3639  3640  4277
NOT 9ns 4041  4278
NOT 6ns 4042  4279
AND 24ns 3887  457  4280
AND 24ns 3881  468  4284
AND 21ns 422  3873  4290
AND 24ns 3867  435  4297
AND 18ns 3861  389  4298
AND 21ns 3855  400  4301
AND 21ns 3849  411  4305
AND 24ns 3842  374  4310
AND 21ns 457  3887  4316
AND 21ns 468  3881  4320
AND 21ns 422  3873  4325
AND 21ns 435  3867  4331
AND 21ns 389  3861  4332
AND 21ns 400  3855  4336
AND 18ns 411  3849  4342
AND 18ns 374  3842  4349
NOT 9ns 3968  4357
NOT 6ns 3962  4364
BUFF 21ns 3962  4375
AND 21ns 3956  479  4379
AND 18ns 490  3948  4385
AND 18ns 3942  503  4392
AND 21ns 3933  523  4396
AND 21ns 3927  534  4400
NOT 9ns 3921  4405
BUFF 21ns 3921  4412
NOT 6ns 3968  4418
NOT 9ns 3962  4425
BUFF 18ns 3962  4436
AND 18ns 479  3956  4440
AND 21ns 490  3948  4445
AND 18ns 503  3942  4451
AND 21ns 523  3933  4456
AND 18ns 534  3927  4462
BUFF 21ns 3921  4469
NOT 9ns 3921  4477
BUFF 18ns 3968  4512
NOT 9ns 4183  4515
NOT 6ns 4184  4516
NOT 9ns 4008  4521
NOT 9ns 4011  4523
NOT 9ns 4198  4524
NOT 9ns 3984  4532
AND3 36ns 3911  3169  3180  4547
BUFF 21ns 3893  4548
BUFF 21ns 3887  4551
BUFF 21ns 3881  4554
BUFF 21ns 3873  4557
BUFF 21ns 3867  4560
BUFF 18ns 3861  4563
BUFF 21ns 3855  4566
BUFF 21ns 3849  4569
BUFF 18ns 3842  4572
NOR 27ns 422  3873  4575
BUFF 18ns 3893  4578
BUFF 18ns 3887  4581
BUFF 24ns 3881  4584
BUFF 18ns 3867  4587
BUFF 24ns 3861  4590
BUFF 18ns 3855  4593
BUFF 21ns 3849  4596
BUFF 18ns 3873  4599
BUFF 24ns 3842  4602
NOR 21ns 422  3873  4605
NOR 24ns 374  3842  4608
BUFF 18ns 3956  4611
BUFF 21ns 3948  4614
BUFF 18ns 3942  4617
BUFF 24ns 3933  4621
BUFF 21ns 3927  4624
NOR 27ns 490  3948  4627
BUFF 21ns 3956  4630
BUFF 21ns 3942  4633
BUFF 24ns 3933  4637
BUFF 24ns 3927  4640
BUFF 21ns 3948  4643
NOR 24ns 490  3948  4646
BUFF 24ns 3927  4649
BUFF 24ns 3933  4652
BUFF 18ns 3921  4655
BUFF 24ns 3942  4658
BUFF 24ns 3956  4662
BUFF 18ns 3948  4665
BUFF 24ns 3968  4668
BUFF 24ns 3962  4671
BUFF 24ns 3873  4674
BUFF 21ns 3867  4677
BUFF 21ns 3887  4680
BUFF 21ns 3881  4683
BUFF 18ns 3893  4686
BUFF 21ns 3849  4689
BUFF 18ns 3842  4692
BUFF 21ns 3861  4695
BUFF 24ns 3855  4698
NAND 15ns 3813  4223  4701
NAND 9ns 3810  4224  4702
NOT 9ns 4021  4720
NAND 15ns 4021  4263  4721
NOT 9ns 4147  4724
NOT 6ns 4144  4725
NOT 9ns 4159  4726
NOT 6ns 4156  4727
NOT 12ns 4153  4728
NOT 9ns 4097  4729
NOT 12ns 4094  4730
NOT 6ns 4091  4731
NOT 9ns 4088  4732
NOT 12ns 4109  4733
NOT 9ns 4106  4734
NOT 6ns 4103  4735
NOT 9ns 4100  4736
AND 21ns 4273  2877  4737
AND 21ns 4274  2877  4738
AND 18ns 4276  2877  4739
AND 18ns 4277  2877  4740
AND3 45ns 4150  1758  1755  4741
NOT 6ns 4212  4855
NAND 12ns 4212  2712  4856
NAND 9ns 4215  2718  4908
NOT 9ns 4215  4909
AND 21ns 4515  4185  4939
AND 18ns 4516  4186  4942
NOT 9ns 4219  4947
AND3 36ns 4188  3775  3779  4953
AND3 45ns 3771  4191  3780  4954
AND3 39ns 4191  4188  3038  4955
AND3 42ns 4109  3097  3108  4956
AND3 42ns 4106  3097  3108  4957
AND3 45ns 4103  3097  3108  4958
AND3 42ns 4100  3097  3108  4959
AND3 42ns 4159  3119  3130  4960
AND3 39ns 4156  3119  3130  4961
NOT 12ns 4225  4965
NOT 9ns 4228  4966
NOT 12ns 4231  4967
NOT 9ns 4234  4968
NOT 9ns 4246  4972
NOT 9ns 4249  4973
NOT 9ns 4252  4974
NAND 12ns 4252  4199  4975
NOT 9ns 4206  4976
NOT 12ns 4209  4977
AND3 48ns 3793  3789  4206  4978
AND3 42ns 4203  4200  4209  4979
AND3 45ns 4097  3147  3158  4980
AND3 39ns 4094  3147  3158  4981
AND3 42ns 4091  3147  3158  4982
AND3 42ns 4088  3147  3158  4983
AND3 42ns 4153  3169  3180  4984
AND3 42ns 4147  3169  3180  4985
AND3 42ns 4144  3169  3180  4986
AND3 42ns 4150  3169  3180  4987
NAND 12ns 4701  4702  5049
NOT 9ns 4237  5052
NOT 9ns 4240  5053
NOT 9ns 4243  5054
NOT 9ns 4255  5055
NOT 6ns 4258  5056
NAND 12ns 3819  4720  5057
NOT 12ns 4264  5058
NAND 15ns 4264  4267  5059
AND4 42ns 4724  4725  4269  4027  5060
AND4 39ns 4726  4727  3827  4728  5061
AND4 36ns 4729  4730  4731  4732  5062
AND4 39ns 4733  4734  4735  4736  5063
AND 21ns 4357  4375  5065
AND3 39ns 4364  4357  4379  5066
AND 21ns 4418  4436  5067
AND3 42ns 4425  4418  4440  5068
NOT 9ns 4548  5069
NAND 15ns 4548  2628  5070
NOT 9ns 4551  5071
NAND 15ns 4551  2629  5072
NOT 12ns 4554  5073
NAND 12ns 4554  2630  5074
NOT 9ns 4557  5075
NAND 15ns 4557  2631  5076
NOT 9ns 4560  5077
NAND 9ns 4560  2632  5078
NOT 6ns 4563  5079
NAND 12ns 4563  2633  5080
NOT 12ns 4566  5081
NAND 15ns 4566  2634  5082
NOT 9ns 4569  5083
NAND 9ns 4569  2635  5084
NOT 9ns 4572  5085
NAND 12ns 4572  2636  5086
NOT 9ns 4575  5087
NAND 9ns 4578  2638  5088
NOT 9ns 4578  5089
NAND 15ns 4581  2639  5090
NOT 9ns 4581  5091
NAND 12ns 4584  2640  5092
NOT 9ns 4584  5093
NAND 9ns 4587  2641  5094
NOT 9ns 4587  5095
NAND 12ns 4590  2642  5096
NOT 12ns 4590  5097
NAND 12ns 4593  2643  5098
NOT 6ns 4593  5099
NAND 15ns 4596  2644  5100
NOT 9ns 4596  5101
NAND 12ns 4599  2645  5102
NOT 9ns 4599  5103
NAND 15ns 4602  2646  5104
NOT 12ns 4602  5105
NOT 9ns 4611  5106
NAND 9ns 4611  2709  5107
NOT 12ns 4614  5108
NAND 9ns 4614  2710  5109
NOT 9ns 4617  5110
NAND 9ns 4617  2711  5111
NAND 9ns 1890  4855  5112
NOT 12ns 4621  5113
NAND 12ns 4621  2713  5114
NOT 9ns 4624  5115
NAND 12ns 4624  2714  5116
AND 18ns 4364  4379  5117
AND 21ns 4364  4379  5118
AND 18ns 54  4405  5119
NOT 12ns 4627  5120
NAND 12ns 4630  2716  5121
NOT 9ns 4630  5122
NAND 15ns 4633  2717  5123
NOT 9ns 4633  5124
NAND 15ns 1908  4909  5125
NAND 9ns 4637  2719  5126
NOT 9ns 4637  5127
NAND 15ns 4640  2720  5128
NOT 6ns 4640  5129
NAND 9ns 4643  2721  5130
NOT 6ns 4643  5131
AND 21ns 4425  4440  5132
AND 18ns 4425  4440  5133
NOT 12ns 4649  5135
NOT 9ns 4652  5136
NAND 12ns 4655  4521  5137
NOT 12ns 4655  5138
NOT 9ns 4658  5139
NAND 9ns 4658  4947  5140
NOT 9ns 4674  5141
NOT 9ns 4677  5142
NOT 6ns 4680  5143
NOT 9ns 4683  5144
NAND 15ns 4686  4523  5145
NOT 9ns 4686  5146
NOR 24ns 4953  4196  5147
NOR 27ns 4954  4955  5148
NOT 9ns 4524  5150
NAND 12ns 4228  4965  5153
NAND 12ns 4225  4966  5154
NAND 12ns 4234  4967  5155
NAND 12ns 4231  4968  5156
NOT 9ns 4532  5157
NAND 12ns 4249  4972  5160
NAND 15ns 4246  4973  5161
NAND 15ns 3816  4974  5162
AND3 45ns 4200  3793  4976  5163
AND3 42ns 3789  4203  4977  5164
AND3 42ns 4942  3147  3158  5165
NOT 9ns 4512  5166
BUFF 18ns 4290  5169
NOT 6ns 4605  5172
BUFF 18ns 4325  5173
NOT 9ns 4608  5176
BUFF 24ns 4349  5177
BUFF 24ns 4405  5180
BUFF 21ns 4357  5183
BUFF 18ns 4357  5186
BUFF 18ns 4364  5189
BUFF 24ns 4364  5192
BUFF 21ns 4385  5195
NOT 9ns 4646  5198
BUFF 21ns 4418  5199
BUFF 18ns 4425  5202
BUFF 24ns 4445  5205
BUFF 21ns 4418  5208
BUFF 21ns 4425  5211
BUFF 21ns 4477  5214
BUFF 18ns 4469  5217
BUFF 21ns 4477  5220
NOT 12ns 4662  5223
NOT 9ns 4665  5224
NOT 12ns 4668  5225
NOT 9ns 4671  5226
NOT 9ns 4689  5227
NOT 6ns 4692  5228
NOT 12ns 4695  5229
NOT 9ns 4698  5230
NAND 9ns 4240  5052  5232
NAND 15ns 4237  5053  5233
NAND 12ns 4258  5055  5234
NAND 12ns 4255  5056  5235
NAND 9ns 4721  5057  5236
NAND 12ns 3824  5058  5239
AND3 42ns 5060  5061  4270  5240
NOT 9ns 4939  5241
NAND 15ns 1824  5069  5242
NAND 9ns 1827  5071  5243
NAND 9ns 1830  5073  5244
NAND 15ns 1833  5075  5245
NAND 9ns 1836  5077  5246
NAND 12ns 1839  5079  5247
NAND 9ns 1842  5081  5248
NAND 9ns 1845  5083  5249
NAND 12ns 1848  5085  5250
NAND 9ns 1854  5089  5252
NAND 9ns 1857  5091  5253
NAND 15ns 1860  5093  5254
NAND 15ns 1863  5095  5255
NAND 9ns 1866  5097  5256
NAND 9ns 1869  5099  5257
NAND 15ns 1872  5101  5258
NAND 12ns 1875  5103  5259
NAND 15ns 1878  5105  5260
NAND 15ns 1881  5106  5261
NAND 12ns 1884  5108  5262
NAND 9ns 1887  5110  5263
NAND 15ns 5112  4856  5264
NAND 15ns 1893  5113  5274
NAND 9ns 1896  5115  5275
NAND 12ns 1902  5122  5282
NAND 12ns 1905  5124  5283
NAND 12ns 4908  5125  5284
NAND 12ns 1911  5127  5298
NAND 9ns 1914  5129  5299
NAND 15ns 1917  5131  5300
NAND 15ns 4652  5135  5303
NAND 12ns 4649  5136  5304
NAND 12ns 4008  5138  5305
NAND 9ns 4219  5139  5306
NAND 12ns 4677  5141  5307
NAND 9ns 4674  5142  5308
NAND 9ns 4683  5143  5309
NAND 15ns 4680  5144  5310
NAND 15ns 4011  5146  5311
NOT 9ns 5049  5312
NAND 9ns 5153  5154  5315
NAND 9ns 5155  5156  5319
NAND 12ns 5160  5161  5324
NAND 15ns 5162  4975  5328
NOR 24ns 5163  4978  5331
NOR 24ns 5164  4979  5332
OR 24ns 4412  5119  5346
NAND 15ns 4665  5223  5363
NAND 12ns 4662  5224  5364
NAND 15ns 4671  5225  5365
NAND 9ns 4668  5226  5366
NAND 15ns 4692  5227  5367
NAND 12ns 4689  5228  5368
NAND 15ns 4698  5229  5369
NAND 15ns 4695  5230  5370
NAND 15ns 5148  5147  5371
BUFF 21ns 4939  5374
NAND 15ns 5232  5233  5377
NAND 15ns 5234  5235  5382
NAND 9ns 5239  5059  5385
AND3 48ns 5062  5063  5241  5388
NAND 15ns 5242  5070  5389
NAND 12ns 5243  5072  5396
NAND 9ns 5244  5074  5407
NAND 12ns 5245  5076  5418
NAND 9ns 5246  5078  5424
NAND 15ns 5247  5080  5431
NAND 12ns 5248  5082  5441
NAND 12ns 5249  5084  5452
NAND 15ns 5250  5086  5462
NOT 6ns 5169  5469
NAND 9ns 5088  5252  5470
NAND 12ns 5090  5253  5477
NAND 12ns 5092  5254  5488
NAND 12ns 5094  5255  5498
NAND 9ns 5096  5256  5506
NAND 12ns 5098  5257  5520
NAND 15ns 5100  5258  5536
NAND 12ns 5102  5259  5549
NAND 12ns 5104  5260  5555
NAND 12ns 5261  5107  5562
NAND 12ns 5262  5109  5573
NAND 9ns 5263  5111  5579
NAND 15ns 5274  5114  5595
NAND 15ns 5275  5116  5606
NAND 12ns 5180  2715  5616
NOT 12ns 5180  5617
NOT 12ns 5183  5618
NOT 12ns 5186  5619
NOT 9ns 5189  5620
NOT 9ns 5192  5621
NOT 9ns 5195  5622
NAND 12ns 5121  5282  5624
NAND 15ns 5123  5283  5634
NAND 9ns 5126  5298  5655
NAND 12ns 5128  5299  5671
NAND 9ns 5130  5300  5684
NOT 9ns 5202  5690
NOT 9ns 5211  5691
NAND 9ns 5303  5304  5692
NAND 15ns 5137  5305  5696
NAND 12ns 5306  5140  5700
NAND 15ns 5307  5308  5703
NAND 12ns 5309  5310  5707
NAND 15ns 5145  5311  5711
AND 21ns 5166  4512  5726
NOT 12ns 5173  5727
NOT 9ns 5177  5728
NOT 12ns 5199  5730
NOT 9ns 5205  5731
NOT 6ns 5208  5732
NOT 9ns 5214  5733
NOT 9ns 5217  5734
NOT 9ns 5220  5735
NAND 12ns 5365  5366  5736
NAND 12ns 5363  5364  5739
NAND 12ns 5369  5370  5742
NAND 15ns 5367  5368  5745
NOT 9ns 5236  5755
NAND 12ns 5332  5331  5756
AND 24ns 5264  4396  5954
NAND 12ns 1899  5617  5955
NOT 9ns 5346  5956
AND 18ns 5284  4456  6005
AND 18ns 5284  4456  6006
NOT 12ns 5371  6023
NAND 9ns 5371  5312  6024
NOT 6ns 5315  6025
NOT 9ns 5324  6028
BUFF 18ns 5319  6031
BUFF 24ns 5319  6034
BUFF 21ns 5328  6037
BUFF 24ns 5328  6040
NOT 9ns 5385  6044
OR 18ns 5166  5726  6045
BUFF 18ns 5264  6048
BUFF 24ns 5284  6051
BUFF 21ns 5284  6054
NOT 9ns 5374  6065
NAND 12ns 5374  5054  6066
NOT 9ns 5377  6067
NOT 9ns 5382  6068
NAND 12ns 5382  5755  6069
AND 21ns 5470  4316  6071
AND3 45ns 5477  5470  4320  6072
AND4 36ns 5488  5470  4325  5477  6073
AND4 39ns 5562  4357  4385  4364  6074
AND 18ns 5389  4280  6075
AND3 39ns 5396  5389  4284  6076
AND4 45ns 5407  5389  4290  5396  6077
AND4 42ns 5624  4418  4445  4425  6078
NOT 12ns 5418  6079
AND4 36ns 5396  5418  5407  5389  6080
AND 21ns 5396  4284  6083
AND3 42ns 5407  4290  5396  6084
AND3 42ns 5418  5407  5396  6085
AND 24ns 5396  4284  6086
AND3 48ns 4290  5407  5396  6087
AND 18ns 5407  4290  6088
AND 24ns 5418  5407  6089
AND 18ns 5407  4290  6090
AND5 63ns 5431  5462  5441  5424  5452  6091
AND 18ns 5424  4298  6094
AND3 39ns 5431  5424  4301  6095
AND4 42ns 5441  5424  4305  5431  6096
AND5 69ns 5452  5441  5424  4310  5431  6097
AND 18ns 5431  4301  6098
AND3 42ns 5441  4305  5431  6099
AND4 42ns 5452  5441  4310  5431  6100
AND5 60ns 4  5462  5441  5452  5431  6101
AND 21ns 4305  5441  6102
AND3 42ns 5452  5441  4310  6103
AND4 36ns 4  5462  5441  5452  6104
AND 24ns 5452  4310  6105
AND3 45ns 4  5462  5452  6106
AND 24ns 4  5462  6107
AND4 42ns 5549  5488  5477  5470  6108
AND 21ns 5477  4320  6111
AND3 42ns 5488  4325  5477  6112
AND3 39ns 5549  5488  5477  6113
AND 21ns 5477  4320  6114
AND3 42ns 5488  4325  5477  6115
AND 18ns 5488  4325  6116
AND5 72ns 5555  5536  5520  5506  5498  6117
AND 21ns 5498  4332  6120
AND3 45ns 5506  5498  4336  6121
AND4 42ns 5520  5498  4342  5506  6122
AND5 72ns 5536  5520  5498  4349  5506  6123
AND 18ns 5506  4336  6124
AND3 39ns 5520  4342  5506  6125
AND4 48ns 5536  5520  4349  5506  6126
AND4 42ns 5555  5520  5506  5536  6127
AND 18ns 5506  4336  6128
AND3 42ns 5520  4342  5506  6129
AND4 45ns 5536  5520  4349  5506  6130
AND 24ns 5520  4342  6131
AND3 45ns 5536  5520  4349  6132
AND3 42ns 5555  5520  5536  6133
AND 21ns 5520  4342  6134
AND3 45ns 5536  5520  4349  6135
AND 18ns 5536  4349  6136
AND 18ns 5549  5488  6137
AND 18ns 5555  5536  6138
NOT 9ns 5573  6139
AND4 39ns 4364  5573  5562  4357  6140
AND3 42ns 5562  4385  4364  6143
AND3 45ns 5573  5562  4364  6144
AND3 45ns 4385  5562  4364  6145
AND 21ns 5562  4385  6146
AND 18ns 5573  5562  6147
AND 21ns 5562  4385  6148
AND5 63ns 5264  4405  5595  5579  5606  6149
AND 21ns 5579  4067  6152
AND3 48ns 5264  5579  4396  6153
AND4 45ns 5595  5579  4400  5264  6154
AND5 66ns 5606  5595  5579  4412  5264  6155
AND3 36ns 5595  4400  5264  6156
AND4 45ns 5606  5595  4412  5264  6157
AND5 60ns 54  4405  5595  5606  5264  6158
AND 18ns 4400  5595  6159
AND3 45ns 5606  5595  4412  6160
AND4 48ns 54  4405  5595  5606  6161
AND 21ns 5606  4412  6162
AND3 39ns 54  4405  5606  6163
NAND 9ns 5616  5955  6164
AND4 42ns 5684  5624  4425  4418  6168
AND3 48ns 5624  4445  4425  6171
AND3 42ns 5684  5624  4425  6172
AND3 45ns 5624  4445  4425  6173
AND 18ns 5624  4445  6174
AND5 63ns 4477  5671  5655  5284  5634  6175
AND 18ns 5634  4080  6178
AND3 42ns 5284  5634  4456  6179
AND4 45ns 5655  5634  4462  5284  6180
AND5 63ns 5671  5655  5634  4469  5284  6181
AND3 39ns 5655  4462  5284  6182
AND4 45ns 5671  5655  4469  5284  6183
AND4 39ns 4477  5655  5284  5671  6184
AND3 36ns 5655  4462  5284  6185
AND4 45ns 5671  5655  4469  5284  6186
AND 18ns 5655  4462  6187
AND3 42ns 5671  5655  4469  6188
AND3 45ns 4477  5655  5671  6189
AND 18ns 5655  4462  6190
AND3 45ns 5671  5655  4469  6191
AND 24ns 5671  4469  6192
AND 21ns 5684  5624  6193
AND 24ns 4477  5671  6194
NOT 6ns 5692  6197
NOT 9ns 5696  6200
NOT 9ns 5703  6203
NOT 12ns 5707  6206
BUFF 21ns 5700  6209
BUFF 18ns 5700  6212
BUFF 18ns 5711  6215
BUFF 18ns 5711  6218
NAND 9ns 5049  6023  6221
NOT 9ns 5756  6234
NAND 9ns 5756  6044  6235
BUFF 18ns 5462  6238
BUFF 24ns 5389  6241
BUFF 24ns 5389  6244
BUFF 21ns 5396  6247
BUFF 18ns 5396  6250
BUFF 18ns 5407  6253
BUFF 21ns 5407  6256
BUFF 18ns 5424  6259
BUFF 21ns 5431  6262
BUFF 21ns 5441  6265
BUFF 21ns 5452  6268
BUFF 21ns 5549  6271
BUFF 21ns 5488  6274
BUFF 21ns 5470  6277
BUFF 24ns 5477  6280
BUFF 18ns 5549  6283
BUFF 24ns 5488  6286
BUFF 21ns 5470  6289
BUFF 18ns 5477  6292
BUFF 21ns 5555  6295
BUFF 18ns 5536  6298
BUFF 18ns 5498  6301
BUFF 24ns 5520  6304
BUFF 18ns 5506  6307
BUFF 21ns 5506  6310
BUFF 24ns 5555  6313
BUFF 24ns 5536  6316
BUFF 21ns 5498  6319
BUFF 21ns 5520  6322
BUFF 24ns 5562  6325
BUFF 21ns 5562  6328
BUFF 21ns 5579  6331
BUFF 21ns 5595  6335
BUFF 24ns 5606  6338
BUFF 21ns 5684  6341
BUFF 24ns 5624  6344
BUFF 21ns 5684  6347
BUFF 18ns 5624  6350
BUFF 24ns 5671  6353
BUFF 21ns 5634  6356
BUFF 24ns 5655  6359
BUFF 18ns 5671  6364
BUFF 21ns 5634  6367
BUFF 18ns 5655  6370
NOT 9ns 5736  6373
NOT 9ns 5739  6374
NOT 6ns 5742  6375
NOT 9ns 5745  6376
NAND 9ns 4243  6065  6377
NAND 15ns 5236  6068  6378
OR4 51ns 4268  6071  6072  6073  6382
OR4 60ns 3968  5065  5066  6074  6386
OR4 42ns 4271  6075  6076  6077  6388
OR4 51ns 3968  5067  5068  6078  6392
OR5 81ns 4297  6094  6095  6096  6097  6397
OR 18ns 4320  6116  6411
OR5 87ns 4331  6120  6121  6122  6123  6415
OR 27ns 4342  6136  6419
OR5 81ns 4392  6152  6153  6154  6155  6427
NOT 9ns 6048  6434
OR 27ns 4440  6174  6437
OR5 90ns 4451  6178  6179  6180  6181  6441
OR 24ns 4462  6192  6445
NOT 9ns 6051  6448
NOT 9ns 6054  6449
NAND 12ns 6221  6024  6466
NOT 6ns 6031  6469
NOT 6ns 6034  6470
NOT 6ns 6037  6471
NOT 12ns 6040  6472
AND3 36ns 5315  4524  6031  6473
AND3 42ns 6025  5150  6034  6474
AND3 36ns 5324  4532  6037  6475
AND3 42ns 6028  5157  6040  6476
NAND 15ns 5385  6234  6477
NAND 15ns 6045  132  6478
OR4 48ns 4280  6083  6084  6085  6482
NOR3 51ns 4280  6086  6087  6486
OR3 45ns 4284  6088  6089  6490
NOR 27ns 4284  6090  6494
OR5 81ns 4298  6098  6099  6100  6101  6500
OR4 42ns 4301  6102  6103  6104  6504
OR3 51ns 4305  6105  6106  6508
OR 27ns 4310  6107  6512
OR4 45ns 4316  6111  6112  6113  6516
NOR3 51ns 4316  6114  6115  6526
OR4 51ns 4336  6131  6132  6133  6536
OR5 78ns 4332  6124  6125  6126  6127  6539
NOR3 54ns 4336  6134  6135  6553
NOR4 60ns 4332  6128  6129  6130  6556
OR4 60ns 4375  5117  6143  6144  6566
NOR3 51ns 4375  5118  6145  6569
OR3 51ns 4379  6146  6147  6572
NOR 27ns 4379  6148  6575
OR5 84ns 4067  5954  6156  6157  6158  6580
OR4 48ns 4396  6159  6160  6161  6584
OR3 57ns 4400  6162  6163  6587
OR4 51ns 4436  5132  6171  6172  6592
