CIRCUIT1  Circuit1
AND 24ns 2291  2531  2710
NAND 12ns 2191  2617  2719
NAND 12ns 2194  2620  2720
NAND 15ns 2207  2628  2726
BUFF 21ns 2537  2729
BUFF 21ns 2537  2738
NOT 6ns 2652  2743
NAND 12ns 2049  2663  2747
AND5 63ns 2665  2666  2667  2668  2669  2748
AND5 66ns 2670  2671  2672  2673  2674  2749
AND 18ns 2034  2675  2750
AND5 69ns 2676  2677  2678  2679  2680  2751
NAND 9ns 1588  2693  2760
BUFF 21ns 2540  2761
BUFF 21ns 2540  2766
NAND 9ns 2443  2695  2771
NAND 12ns 2440  2696  2772
NAND 15ns 2449  2697  2773
NAND 12ns 2446  2698  2774
NAND 15ns 2460  2699  2775
NAND 12ns 2457  2700  2776
NAND 9ns 2466  2701  2777
NAND 12ns 2463  2702  2778
NAND 15ns 2490  2707  2781
NAND 9ns 2487  2708  2782
OR 30ns 2709  2534  2783
OR 24ns 2710  2531  2784
AND 21ns 1856  2638  2789
AND 24ns 1863  2638  2790
AND 18ns 1870  2638  2791
AND 21ns 1875  2638  2792
NOT 9ns 2613  2793
NAND 15ns 2719  2618  2796
NAND 15ns 2619  2720  2800
NOT 12ns 2624  2803
NAND 12ns 2726  2629  2806
AND 24ns 1856  2646  2809
AND 18ns 1863  2646  2810
AND 21ns 1870  2646  2811
AND 18ns 1875  2646  2812
AND 21ns 2743  14  2817
BUFF 21ns 2603  2820
NAND 12ns 2747  2664  2826
AND 18ns 2748  2749  2829
AND 24ns 2750  2751  2830
BUFF 18ns 2659  2831
NOT 9ns 2687  2837
NOT 12ns 2690  2838
AND3 42ns 2421  2417  2687  2839
AND3 45ns 2684  2681  2690  2840
NAND 12ns 2760  2694  2841
BUFF 21ns 2603  2844
BUFF 24ns 2603  2854
BUFF 21ns 2659  2859
BUFF 21ns 2659  2869
NAND 15ns 2773  2774  2874
NAND 9ns 2771  2772  2877
NOT 12ns 2703  2880
NAND 12ns 2703  2706  2881
NAND 9ns 2777  2778  2882
NAND 12ns 2775  2776  2885
NAND 12ns 2781  2782  2888
NAND 15ns 2783  2784  2891
AND 24ns 2607  2729  2894
AND 21ns 2608  2729  2895
AND 18ns 2609  2729  2896
AND 21ns 2610  2729  2897
OR 30ns 2789  2611  2898
OR 30ns 2790  2612  2899
AND 24ns 2791  1037  2900
AND 18ns 2792  1037  2901
OR 24ns 2809  2631  2914
OR 24ns 2810  2632  2915
AND 18ns 2811  1070  2916
AND 21ns 2812  1070  2917
AND 21ns 2633  2738  2918
AND 21ns 2634  2738  2919
AND 21ns 2635  2738  2920
AND 21ns 2636  2738  2921
BUFF 24ns 2817  2925
AND3 42ns 2829  2830  1302  2931
AND3 45ns 2681  2421  2837  2938
AND3 42ns 2417  2684  2838  2939
NAND 9ns 2469  2880  2963
NOT 9ns 2841  2970
NOT 9ns 2826  2971
NOT 9ns 2894  2972
NOT 9ns 2895  2975
NOT 9ns 2896  2978
NOT 12ns 2897  2981
AND 18ns 2898  1037  2984
AND 21ns 2899  1037  2985
NOT 9ns 2900  2986
NOT 9ns 2901  2989
NOT 9ns 2796  2992
BUFF 24ns 2800  2995
BUFF 21ns 2800  2998
BUFF 21ns 2806  3001
BUFF 21ns 2806  3004
AND 21ns 574  2820  3007
AND 21ns 2914  1070  3008
AND 24ns 2915  1070  3009
NOT 9ns 2916  3010
NOT 12ns 2917  3013
NOT 9ns 2918  3016
NOT 9ns 2919  3019
NOT 9ns 2920  3022
NOT 9ns 2921  3025
NOT 9ns 2817  3028
AND 21ns 574  2831  3029
NOT 6ns 2820  3030
AND 24ns 578  2820  3035
AND 24ns 655  2820  3036
AND 21ns 659  2820  3037
BUFF 18ns 2931  3038
NOT 6ns 2831  3039
AND 21ns 578  2831  3044
AND 18ns 655  2831  3045
AND 24ns 659  2831  3046
NOR 24ns 2938  2839  3047
NOR 21ns 2939  2840  3048
NOT 9ns 2888  3049
NOT 9ns 2844  3050
AND 21ns 663  2844  3053
AND 21ns 667  2844  3054
AND 18ns 671  2844  3055
AND 18ns 675  2844  3056
AND 18ns 679  2854  3057
AND 18ns 683  2854  3058
AND 18ns 687  2854  3059
AND 18ns 705  2854  3060
NOT 9ns 2859  3061
AND 24ns 663  2859  3064
AND 24ns 667  2859  3065
AND 24ns 671  2859  3066
AND 24ns 675  2859  3067
AND 18ns 679  2869  3068
AND 21ns 683  2869  3069
AND 24ns 687  2869  3070
AND 18ns 705  2869  3071
NOT 12ns 2874  3072
NOT 9ns 2877  3073
NOT 9ns 2882  3074
NOT 9ns 2885  3075
NAND 12ns 2881  2963  3076
NOT 6ns 2931  3079
NOT 6ns 2984  3088
NOT 6ns 2985  3091
NOT 9ns 3008  3110
NOT 12ns 3009  3113
AND 24ns 3055  1190  3137
AND 21ns 3056  1190  3140
AND 21ns 3057  2761  3143
AND 21ns 3058  2761  3146
AND 21ns 3059  2761  3149
AND 24ns 3060  2761  3152
AND 21ns 3066  1195  3157
AND 21ns 3067  1195  3160
AND 24ns 3068  2766  3163
AND 18ns 3069  2766  3166
AND 21ns 3070  2766  3169
AND 18ns 3071  2766  3172
NAND 9ns 2877  3072  3175
NAND 12ns 2874  3073  3176
NAND 9ns 2885  3074  3177
NAND 9ns 2882  3075  3178
NAND 9ns 3048  3047  3180
NOT 6ns 2995  3187
NOT 9ns 2998  3188
NOT 9ns 3001  3189
NOT 12ns 3004  3190
AND3 48ns 2796  2613  2995  3191
AND3 39ns 2992  2793  2998  3192
AND3 39ns 2624  2368  3001  3193
AND3 48ns 2803  2621  3004  3194
NAND 9ns 3076  2375  3195
NOT 9ns 3076  3196
AND 18ns 687  3030  3197
AND 24ns 687  3039  3208
AND 24ns 705  3030  3215
AND 21ns 711  3030  3216
AND 21ns 715  3030  3217
AND 21ns 705  3039  3218
AND 18ns 711  3039  3219
AND 24ns 715  3039  3220
AND 24ns 719  3050  3222
AND 18ns 723  3050  3223
AND 21ns 719  3061  3230
AND 24ns 723  3061  3231
NAND 12ns 3175  3176  3238
NAND 15ns 3177  3178  3241
BUFF 21ns 2981  3244
BUFF 21ns 2978  3247
BUFF 21ns 2975  3250
BUFF 18ns 2972  3253
BUFF 21ns 2989  3256
BUFF 18ns 2986  3259
BUFF 24ns 3025  3262
BUFF 21ns 3022  3265
BUFF 21ns 3019  3268
BUFF 21ns 3016  3271
BUFF 21ns 3013  3274
BUFF 18ns 3010  3277
AND3 48ns 2793  2796  3187  3281
AND3 45ns 2613  2992  3188  3282
AND3 45ns 2621  2624  3189  3283
AND3 42ns 2368  2803  3190  3284
NAND 15ns 2210  3196  3286
OR 27ns 3197  3007  3288
NAND 9ns 3180  3049  3289
AND 24ns 3152  2981  3291
AND 21ns 3149  2978  3293
AND 21ns 3146  2975  3295
AND 18ns 2972  3143  3296
AND 24ns 3140  2989  3299
AND 21ns 3137  2986  3301
OR 30ns 3208  3029  3302
AND 18ns 3172  3025  3304
AND 18ns 3169  3022  3306
AND 21ns 3166  3019  3308
AND 18ns 3016  3163  3309
AND 21ns 3160  3013  3312
AND 24ns 3157  3010  3314
OR 24ns 3215  3035  3315
OR 21ns 3216  3036  3318
OR 24ns 3217  3037  3321
OR 24ns 3218  3044  3324
OR 30ns 3219  3045  3327
OR 24ns 3220  3046  3330
NOT 9ns 3180  3333
OR 21ns 3222  3053  3334
OR 30ns 3223  3054  3335
OR 27ns 3230  3064  3336
OR 27ns 3231  3065  3337
BUFF 18ns 3152  3340
BUFF 21ns 3149  3344
BUFF 18ns 3146  3348
BUFF 18ns 3143  3352
BUFF 21ns 3140  3356
BUFF 21ns 3137  3360
BUFF 21ns 3091  3364
BUFF 18ns 3088  3367
BUFF 18ns 3172  3370
BUFF 24ns 3169  3374
BUFF 21ns 3166  3378
BUFF 24ns 3163  3382
BUFF 18ns 3160  3386
BUFF 18ns 3157  3390
BUFF 18ns 3113  3394
BUFF 21ns 3110  3397
NAND 9ns 3195  3286  3400
NOR 24ns 3281  3191  3401
NOR 21ns 3282  3192  3402
NOR 24ns 3283  3193  3403
NOR 21ns 3284  3194  3404
NOT 9ns 3238  3405
NOT 12ns 3241  3406
AND 21ns 3288  1836  3409
NAND 12ns 2888  3333  3410
NOT 9ns 3244  3412
NOT 12ns 3247  3414
NOT 9ns 3250  3416
NOT 9ns 3253  3418
NOT 12ns 3256  3420
NOT 12ns 3259  3422
AND 24ns 3302  1836  3428
NOT 12ns 3262  3430
NOT 9ns 3265  3432
NOT 9ns 3268  3434
NOT 9ns 3271  3436
NOT 12ns 3274  3438
NOT 12ns 3277  3440
AND 24ns 3334  1190  3450
AND 21ns 3335  1190  3453
AND 21ns 3336  1195  3456
AND 18ns 3337  1195  3459
AND 21ns 3400  533  3478
AND 18ns 3318  2128  3479
AND 24ns 3315  1841  3480
NAND 12ns 3410  3289  3481
NOT 9ns 3340  3482
NAND 12ns 3340  3412  3483
NOT 12ns 3344  3484
NAND 15ns 3344  3414  3485
NOT 6ns 3348  3486
NAND 15ns 3348  3416  3487
NOT 9ns 3352  3488
NAND 15ns 3352  3418  3489
NOT 6ns 3356  3490
NAND 9ns 3356  3420  3491
NOT 9ns 3360  3492
NAND 12ns 3360  3422  3493
NOT 9ns 3364  3494
NOT 9ns 3367  3496
AND 21ns 3321  2135  3498
AND 21ns 3327  2128  3499
AND 21ns 3324  1841  3500
NOT 9ns 3370  3501
NAND 15ns 3370  3430  3502
NOT 9ns 3374  3503
NAND 15ns 3374  3432  3504
NOT 9ns 3378  3505
NAND 9ns 3378  3434  3506
NOT 9ns 3382  3507
NAND 12ns 3382  3436  3508
NOT 6ns 3386  3509
NAND 12ns 3386  3438  3510
NOT 9ns 3390  3511
NAND 15ns 3390  3440  3512
NOT 9ns 3394  3513
NOT 12ns 3397  3515
AND 21ns 3330  2135  3517
NAND 15ns 3402  3401  3522
NAND 15ns 3404  3403  3525
BUFF 24ns 3318  3528
BUFF 21ns 3315  3531
BUFF 24ns 3321  3534
BUFF 24ns 3327  3537
BUFF 21ns 3324  3540
BUFF 24ns 3330  3543
OR 30ns 3478  1813  3546
NOT 9ns 3481  3551
NAND 9ns 3244  3482  3552
NAND 15ns 3247  3484  3553
NAND 12ns 3250  3486  3554
NAND 15ns 3253  3488  3555
NAND 15ns 3256  3490  3556
NAND 12ns 3259  3492  3557
AND 24ns 3453  3091  3558
AND 21ns 3450  3088  3559
NAND 9ns 3262  3501  3563
NAND 12ns 3265  3503  3564
NAND 9ns 3268  3505  3565
NAND 9ns 3271  3507  3566
NAND 15ns 3274  3509  3567
NAND 9ns 3277  3511  3568
AND 18ns 3459  3113  3569
AND 18ns 3456  3110  3570
BUFF 24ns 3453  3576
BUFF 21ns 3450  3579
BUFF 18ns 3459  3585
BUFF 24ns 3456  3588
NOT 9ns 3522  3592
NAND 9ns 3522  3405  3593
NOT 12ns 3525  3594
NAND 12ns 3525  3406  3595
NOT 9ns 3528  3596
NAND 12ns 3528  2630  3597
NAND 9ns 3531  2376  3598
NOT 9ns 3531  3599
AND 24ns 3551  800  3600
NAND 12ns 3552  3483  3603
NAND 15ns 3553  3485  3608
NAND 15ns 3554  3487  3612
NAND 9ns 3555  3489  3615
NAND 9ns 3556  3491  3616
NAND 12ns 3557  3493  3622
NOT 9ns 3534  3629
NAND 15ns 3534  2645  3630
NOT 9ns 3537  3631
NAND 15ns 3537  2655  3632
NAND 12ns 3540  2403  3633
NOT 9ns 3540  3634
NAND 12ns 3563  3502  3635
NAND 9ns 3564  3504  3640
NAND 12ns 3565  3506  3644
NAND 9ns 3566  3508  3647
NAND 12ns 3567  3510  3648
NAND 12ns 3568  3512  3654
NOT 9ns 3543  3661
NAND 15ns 3543  2656  3662
NAND 9ns 3238  3592  3667
NAND 15ns 3241  3594  3668
NAND 9ns 2472  3596  3669
NAND 12ns 2213  3599  3670
BUFF 18ns 3600  3671
NOT 9ns 3576  3691
NAND 12ns 3576  3494  3692
NOT 12ns 3579  3693
NAND 15ns 3579  3496  3694
NAND 12ns 2475  3629  3695
NAND 12ns 2478  3631  3696
NAND 15ns 2216  3634  3697
NOT 9ns 3585  3716
NAND 15ns 3585  3513  3717
NOT 9ns 3588  3718
NAND 15ns 3588  3515  3719
NAND 9ns 2481  3661  3720
NAND 9ns 3667  3593  3721
NAND 12ns 3668  3595  3722
NAND 15ns 3669  3597  3723
NAND 15ns 3670  3598  3726
NOT 9ns 3600  3727
NAND 15ns 3364  3691  3728
NAND 12ns 3367  3693  3729
NAND 12ns 3695  3630  3730
AND4 39ns 3608  3615  3612  3603  3731
AND 24ns 3603  3293  3732
AND3 45ns 3608  3603  3295  3733
AND4 39ns 3612  3603  3296  3608  3734
AND 21ns 3616  3301  3735
AND3 39ns 3622  3616  3558  3736
NAND 15ns 3696  3632  3737
NAND 15ns 3697  3633  3740
NAND 15ns 3394  3716  3741
NAND 12ns 3397  3718  3742
NAND 9ns 3720  3662  3743
AND4 42ns 3640  3647  3644  3635  3744
AND 24ns 3635  3306  3745
AND3 39ns 3640  3635  3308  3746
AND4 45ns 3644  3635  3309  3640  3747
AND 18ns 3648  3314  3748
AND3 42ns 3654  3648  3569  3749
NOT 9ns 3721  3750
AND 18ns 3722  246  3753
NAND 15ns 3728  3692  3754
NAND 12ns 3729  3694  3758
NOT 9ns 3731  3761
OR4 60ns 3291  3732  3733  3734  3762
NAND 9ns 3741  3717  3767
NAND 12ns 3742  3719  3771
NOT 9ns 3744  3774
OR4 48ns 3304  3745  3746  3747  3775
AND 21ns 3723  3480  3778
AND3 42ns 3726  3723  3409  3779
OR 21ns 2125  3753  3780
AND 24ns 3750  800  3790
AND 21ns 3737  3500  3793
AND3 39ns 3740  3737  3428  3794
OR3 54ns 3479  3778  3779  3802
BUFF 18ns 3780  3803
BUFF 21ns 3780  3804
NOT 6ns 3762  3805
AND5 63ns 3622  3730  3754  3616  3758  3806
AND4 45ns 3754  3616  3559  3622  3807
AND5 60ns 3758  3754  3616  3498  3622  3808
BUFF 18ns 3790  3809
OR3 60ns 3499  3793  3794  3811
NOT 9ns 3775  3812
AND5 66ns 3654  3743  3767  3648  3771  3813
AND4 39ns 3767  3648  3570  3654  3814
AND5 57ns 3771  3767  3648  3517  3654  3815
OR5 81ns 3299  3735  3736  3807  3808  3816
AND 21ns 3806  3802  3817
NAND 12ns 3805  3761  3818
NOT 9ns 3790  3819
OR5 78ns 3312  3748  3749  3814  3815  3820
AND 24ns 3813  3811  3821
NAND 9ns 3812  3774  3822
OR 27ns 3816  3817  3823
AND3 39ns 3727  3819  2841  3826
OR 27ns 3820  3821  3827
NOT 9ns 3823  3834
AND 24ns 3818  3823  3835
NOT 6ns 3827  3836
AND 24ns 3822  3827  3837
AND 21ns 3762  3834  3838
AND 21ns 3775  3836  3839
OR 24ns 3838  3835  3840
OR 21ns 3839  3837  3843
BUFF 18ns 3843  3851
NAND 15ns 3843  3840  3852
AND 24ns 3843  3852  3857
AND 21ns 3852  3840  3858
OR 30ns 3857  3858  3859
NOT 9ns 3859  3864
AND 21ns 3859  3864  3869
OR 27ns 3869  3864  3870
NOT 12ns 3870  3875
AND3 45ns 2826  3028  3870  3876
AND3 39ns 3826  3876  1591  3877
BUFF 21ns 3877  3881
NOT 6ns 3877  3882
