CIRCUIT1  Circuit1
NAND 12ns 2867  2851  2877
NAND 12ns 2868  2852  2878
NAND 9ns 2869  2853  2879
NAND 9ns 2870  2854  2880
NAND 12ns 682  2872  2881
NAND 9ns 685  2874  2882
NAND 12ns 2875  2863  2883
AND 24ns 2876  550  2886
AND 21ns 551  2877  2887
AND 24ns 553  2878  2888
AND 21ns 2879  554  2889
AND 21ns 555  2880  2890
NAND 12ns 2871  2881  2891
NAND 15ns 2873  2882  2892
NAND 12ns 2883  1461  2895
NOT 9ns 2883  2896
NAND 12ns 1383  2896  2897
NAND 12ns 2895  2897  2898
AND 24ns 2898  552  2899
